Subject age	Gender	Race	State	Method of death	Disposition	Date of Death	Year	Col 9
37.	Male	European-American/White	ID	Gunshot	Justified	May 31, 2012	2012	
28.	Male	European-American/White, African-American/Black, Mixed	NC	Gunshot	Justified	May 5, 2012	2012	
18.	Male	African-American/Black	CA	Gunshot	Justifed	May 6, 2012	2012	
28	Male	Unknown race	PA	Gunshot	Unknown	May 8, 2012	2012	
22	Male	Unknown race	AZ	Gunshot	Unknown	May 9, 2012	2012	
31	Male	African-American/Black	IL	Gunshot	Justified	November 1, 2012	2012	
36	Male	Hispanic/Latino	CA	Gunshot	Unknown	November 10, 2012	2012	
38.	Female	European-American/White	NY	Gunshot	Justified	August 1, 2012	2012	
35	Male	Unknown race	PA	Gunshot	Unknown	November 11, 2012	2012	
35.	Male	European-American/White	UT	Gunshot	Suicide	November 11, 2012	2012	
15.	Male	African-American/Black	IL	Gunshot	Unknown	November 11, 2012	2012	
64.	Male	Unknown race	MI	Gunshot	Unreported	November 11, 2012	2012	
34	Male	Unknown race	PA	Gunshot	Unknown	November 12, 2012	2012	
43	Male	Unknown race	AR	Gunshot	Unknown	August 10, 2012	2012	
38	Male	Unknown race	AZ	Gunshot	Unknown	August 10, 2012	2012	
35	Male	Hispanic/Latino	CA	Gunshot	Unknown	November 14, 2012	2012	
22	Male	Unknown race	PA	Gunshot	Unknown	November 14, 2012	2012	
22.	Male	Unknown race	MA	Gunshot	Justified	November 15, 2012	2012	
19.	Male	Unknown race	SC	Gunshot	Unreported	November 18, 2012	2012	
21.	Female	European-American/White	UT	Gunshot	Not Justified; officer Shawn Cowley fired and charged with manslaughter	November 2, 2012	2012	
24.	Male	European-American/White	MI	Gunshot	Unreported	November 2, 2012	2012	
39.	Male	African-American/Black	NV	Gunshot	Justified	November 2, 2012	2012	
17.	Male	European-American/White	VA	Gunshot	Justified	November 2, 2012	2012	
28.	Male	Unknown race	NY	Vehicle	Unreported	August 11, 2012	2012	
51.	Male	African-American/Black	NY	Gunshot	Unreported	August 11, 2012	2012	
19.	Male	African-American/Black	OH	Gunshot		November 21, 2012	2012	
22.	Male	Unknown race	MI	Gunshot	Unreported	November 22, 2012	2012	
28.	Male	European-American/White	WI	Gunshot	Unreported	November 24, 2012	2012	
15	Male	African-American/Black	AR	Gunshot	Josh Hastings was tried twice for manslaughter to no comclusion. The DA elected not to try for a third time.	August 12, 2012	2012	
26.	Male	Hispanic/Latino	CA	Gunshot	Justified	December 6, 2012	2012	
19	Maale	African-American/Black	GA	Gunshot	Unknown	December 6, 2012	2012	
30.	Female	African-American/Black	OH	Gunshot	Criminal	November 29, 2012	2012	
43.	Male	African-American/Black	OH	Gunshot	Criminal	November 29, 2012	2012	
38.	Male	Unknown race	KY	Gunshot	Unreported	December 7, 2012	2012	
33.	Male	Unknown race	CA	Gunshot	Lawsuit pending	November 30, 2012	2012	
36.	Male	African-American/Black	AL	Gunshot	Unknown	August 13, 2012	2012	
35.	Male	European-American/White	TX	Gunshot	Justified	August 13, 2012	2012	
38.	Male	African-American/Black	CA	Gunshot	Justified	December 8, 2012	2012	
39.	Male	European-American/White	AZ	Gunshot	Unknown	February 1, 2012	2012	
23.	Male	Hispanic/Latino	NV	Gunshot	Justified	February 1, 2012	2012	
15.	Male	African-American/Black	IL	Gunshot	Justified	February 1, 2012	2012	
22	Male	Unknown race	CA	Gunshot	Justified	July 31, 2012	2012	
36.	Male	European-American/White	NV	Gunshot	Justified	November 7, 2012	2012	
42	Male	European-American/White	PA	Gunshot	Justified	November 7, 2012	2012	
20	Male	African-American/Black	TN	Gunshot	Unknown	February 10, 2012	2012	
31.	Male	African-American/Black	CA	Gunshot	Justified	February 10, 2012	2012	
37.	Male	Mixed	HI	Asphyxiated	Justified	February 12, 2012	2012	
23.	Male	European-American/White	OR	Gunshot	Unreported	August 14, 2012	2012	
24.	Male	Unknown race	AZ	Gunshot	Unknown	July 31, 2012	2012	
56	Male	Hispanic/Latino	FL	Gunshot	Unknown	July 31, 2012	2012	
22.	Male	European-American/White	CO	Gunshot	Justified	July 31, 2012	2012	
12.	Female	Unknown race	KS	Vehicle	Unreported	February 12, 2012	2012	
35.	Male	European-American/White	CO	Gunshot	Justified	November 9, 2012	2012	
30.	Male	European-American/White	WI	Gunshot	justified	November 9, 2012	2012	
53.	Male	Unknown race	FL	Gunshot	Unreported	February 13, 2012	2012	
52.	Male	Unknown race	NY	Gunshot	Unreported	February 14, 2012	2012	
24.	Male	European-American/White	KS	Gunshot	Unknown	April 1, 2012	2012	
46.	Male	African-American/Black	NY	Gunshot	Unreported	July 4, 2012	2012	
50.	Male	European-American/White	AZ	Gunshot	Unknown	February 14, 2012	2012	
43	Male	Unknown race	CA	Gunshot	Unknown	July 4, 2012	2012	
19.	Male	European-American/White	AZ	Gunshot	Unknown	July 4, 2012	2012	
23	Male	Unknown race	CA	Gunshot	Justified	October 14, 2012	2012	
39	Male	Unknown race	AZ	Gunshot	Unknown	July 4, 2012	2012	
37.	Male	European-American/White	TX	Gunshot	Pending investigation	October 17, 2012	2012	
60	Male	Unknown race	GA	Gunshot	Unknown	October 17, 2012	2012	
33.	Male	Unknown race	IL	Gunshot	Unreported	February 15, 2012	2012	
38	Male	Unknown race	CA	Gunshot	Justified	February 16, 2012	2012	
44	Male	African-American/Black	CA	Gunshot	Unknown	July 4, 2012	2012	
51.	Male	African-American/Black	OH	Gunshot	Unknown	August 17, 2012	2012	
18	Male	African-American/Black	NY	Gunshot	Officer tried for manslaughter; dismissed	February 2, 2012	2012	
30.	Male	European-American/White	AZ	Gunshot	Unknown	October 2, 2012	2012	
24	Male	Unknown race	AK	Gunshot	Justified	October 2, 2012	2012	
22.	Male	European-American/White	CA	Gunshot	Justified	February 21, 2012	2012	
20.	Male	European-American/White	TX	Gunshot	Justified	February 24, 2012	2012	
27.	Male	Hispanic/Latino	OR	Gunshot	Unreported	October 21, 2012	2012	
29	Male	European-American/White	CA	Gunshot	Justified	October 21, 2012	2012	
	Male	Unknown race	PA	Gunshot	Unknown	February 26, 2012	2012	
34.	Male	Unknown race	TX	Tasered	Unreported	February 27, 2012	2012	
24.	Male	African-American/Black	AL	Gunshot	Justified	February 3, 2012	2012	
25.	Male	European-American/White	RI	Asphyxiated	Justified	February 3, 2012	2012	
22.	Male	European-American/White	OR	Gunshot	Justified	October 22, 2012	2012	
31.	Male	European-American/White	MI	Gunshot	Justified	February 3, 2012	2012	
43.	Male	European-American/White	NY	Gunshot	Unreported	February 8, 2012	2012	
37.	Male	African-American/Black	OR	Tasered	Unreported	October 23, 2012	2012	
27.	Male	European-American/White	ME	Gunshot	Justified	October 23, 2012	2012	
54	Female	European-American/White	VA	Gunshot	Criminal	February 9, 2012	2012	
31.	Male	European-American/White	WY	Gunshot	Justified	February 9, 2012	2012	
18.	Male	Unknown race	NY	Gunshot	Unreported	October 24, 2012	2012	
17.	Male	African-American/Black	KS	Gunshot	Pending investigation	April 13, 2012	2012	
35.	Male	Unknown race	NV	Gunshot	Justified	August 2, 2012	2012	
54	Female	European-American/White	GA	Vehicle	Donald Crozier pleaded guilty to Homicide by Vehicle in the First Degree and Reckless Driving	January 1, 2012	2012	
47	Male	Unknown race	CA	Gunshot	Unknown	August 2, 2012	2012	
26.	Male	European-American/White	NV	Gunshot	Suicide	April 13, 2012	2012	
26.	Male	European-American/White	MO	Gunshot	Unknown	January 12, 2012	2012	
26.	Male	European-American/White	MO	Gunshot	Unreported	January 12, 2012	2012	
52	Male	European-American/White	UT	Gunshot	Justified	October 26, 2012	2012	
26.	Male	African-American/Black	NY	Gunshot	Unreported	January 12, 2012	2012	
20.	Male	African-American/Black	NY	Vehicle	Unreported	October 27, 2012	2012	
58.	Female	Unknown race	AZ	Gunshot	Unreported	October 27, 2012	2012	
21.	Male	European-American/White	FL	Gunshot	Criminal	July 6, 2012	2012	
40.	Male	European-American/White	NY	Gunshot	Justified	October 28, 2012	2012	
29	Male	European-American/White	CA	Gunshot	Justified	January 19, 2012	2012	
52.	Male	European-American/White	NV	Gunshot	Justified	October 29, 2012	2012	
34	Male	Unknown race	AZ	Vehicle	Unknown	August 20, 2012	2012	
56.	Male	European-American/White	OR	Gunshot	Unreported	July 7, 2012	2012	
18.	Male	Hispanic/Latino	OR	Gunshot	Justified	January 22, 2012	2012	
35	Female	European-American/White	CA	Gunshot	Unknown	July 8, 2012	2012	
19.	Male	African-American/Black	IL	Gunshot	Justified	July 8, 2012	2012	
57.	Male	European-American/White	VT	Gunshot	Justified	October 4, 2012	2012	
22.	Male	Unknown race	NY	Gunshot	Unknown	October 4, 2012	2012	
34.	Male	European-American/White	MA	Gunshot	Justified	October 4, 2012	2012	
22.	Male	Hispanic/Latino	CA	Gunshot	Justified	January 23, 2012	2012	
24.	Male	European-American/White	AZ	Gunshot	Unknown	January 24, 2012	2012	
20.	Male	Unknown race	MD	Vehicle	Unreported	January 24, 2012	2012	
15.	Male	European-American/White	AZ	Gunshot	Unreported	October 5, 2012	2012	
54	Male	Unknown race	AR	Gunshot	Justified	October 5, 2012	2012	
26.	Male	African-American/Black	MA	Gunshot	Unknown	August 21, 2012	2012	
18.	Male	European-American/White	AL	Gunshot	justified	October 6, 2012	2012	
25.	Male	African-American/Black	FL	Gunshot	Unreported	August 21, 2012	2012	
51.	Male	European-American/White	OH	Gunshot	Justified	April 11, 2012	2012	
35.	Male	European-American/White	NH	Gunshot	Justified	July 9, 2012	2012	
72	Male	European-American/White	AZ	Gunshot	Unknown	January 24, 2012	2012	
21	Male	Unknown race	AL	Gunshot	Unknown	August 22, 2012	2012	
54	Male	Hispanic/Latino	TX	Gunshot	Unknown	July 9, 2012	2012	
21.	Male	European-American/White	OR	Gunshot	Justified	January 25, 2012	2012	
22.	Male	Unknown race	NY	Gunshot	Unreported	January 26, 2012	2012	
37.	Male	Unknown race	OR	Gunshot	Unreported	January 27, 2012	2012	
18	Male	Unknown race	GA	Gunshot	Unknown	September 1, 2012	2012	
38	Male	Hispanic/Latino	TX	Tasered	Unknown	September 1, 2012	2012	
	Male	Unknown race	PA	Gunshot	Unknown	August 23, 2012	2012	
29.	Male	Unknown race	IL	Gunshot	Justified	January 28, 2012	2012	
19	Male	European-American/White	CA	Gunshot	Unknown	April 11, 2012	2012	
20	Male	Asian	GA	Gunshot	Unknown	September 12, 2012	2012	
28.	Male	European-American/White	ME	Tasered	Unreported	September 12, 2012	2012	
25.	Male	European-American/White	AZ	Gunshot	Unknown	January 28, 2012	2012	
17.	Male	Unknown race	NY	Gunshot	Unreported	January 29, 2012	2012	
26.	Male	Unknown race	MD	Gunshot	Unreported	January 31, 2012	2012	
26.	Male	European-American/White	NC	Gunshot	Unreported	September 14, 2012	2012	
40.	Female	Asian	CA	Gunshot	Justified	January 4, 2012	2012	
15	Male	Hispanic/Latino	TX	Gunshot	Justified	January 4, 2012	2012	
23.	Male	Hispanic/Latino	AZ	Gunshot	Unknown	September 15, 2012	2012	
47	Male	African-American/Black	PA	Gunshot	Unknown	January 4, 2012	2012	
58.	Male	European-American/White, Asian, Mixed	NY	Gunshot	Unreported	August 24, 2012	2012	
31	Male	European-American/White	NM	Gunshot	Justified	January 4, 2012	2012	
50.	Male	European-American/White	OR	Gunshot	Justified	September 17, 2012	2012	
27.	Male	Unknown race	CA	Gunshot	Unknown	September 17, 2012	2012	
20.	Male	European-American/White	OR	Gunshot	Justified	January 5, 2012	2012	
36	Male	Hispanic/Latino	CA	Gunshot	Justified	January 7, 2012	2012	
52	Male	European-American/White	CA	Gunshot	Justified	January 7, 2012	2012	
31.	Male	Hispanic/Latino	CA	Gunshot	Justified	July 1, 2012	2012	
59	Male	Unknown race	AK	Gunshot	Justified	July 1, 2012	2012	
49.	Male	African-American/Black	MI	Gunshot	Justified	July 1, 2012	2012	
27.	Male	European-American/White	NV	Gunshot	Justified	September 19, 2012	2012	
83.	Female	European-American/White	VA	Gunshot	justified	September 19, 2012	2012	
28.	Male	African-American/Black	IN	Gunshot	Justified	July 1, 2012	2012	
22	Male	African-American/Black	CA	Gunshot	Justified	September 2, 2012	2012	
60	Male	Unknown race	WA	Gunshot	Unknown	September 2, 2012	2012	
45.	Female	Native American/Alaskan	KS	Gunshot	Justified	July 10, 2012	2012	
22.	Male	African-American/Black	NY	Gunshot	Unreported	September 20, 2012	2012	
60.	Male	African-American/Black	NC	Gunshot	Pending investigation	September 20, 2012	2012	
22.	Male	African-American/Black	MO	Gunshot	Justified	July 10, 2012	2012	
34	Male	Unknown race	AK	Gunshot	Unknown	September 21, 2012	2012	
30.	Male	Hispanic/Latino/Latino	CT	Gunshot	Justified	July 11, 2012	2012	
78.	Male	European-American/White	CT	Gunshot	Unknown	July 12, 2012	2012	
49.	Male	Unknown race	AZ	Gunshot	Unknown	September 22, 2012	2012	
35.	Male	European-American/White	CA	Gunshot	Unreported	September 22, 2012	2012	
43.	Male	Hispanic/Latino	MA	Gunshot	Pending investigation	July 12, 2012	2012	
43.	Male	Unknown race	MA	Gunshot	Unreported	July 12, 2012	2012	
48.	Male	Unknown race	MD	Gunshot	Unreported	July 12, 2012	2012	
28	Male	Unknown race	PA	Gunshot	Unknown	July 13, 2012	2012	
22	Male	Unknown race	MD	Gunshot	Justified	September 23, 2012	2012	
77.	Male	Unknown race	WA	Gunshot	Unreported	September 23, 2012	2012	
40.	Male	European-American/White	CT	Taser	Unknown	September 2, 2013	2013	
43.	Male	European-American/White	FL	Taser		September 2, 2013	2013	
35	Male	European-American/White	PA	Gunshot	Justified	June 10, 2013	2013	
24	Male	African-American/Black	FL	Gunshot	Unknown	June 10, 2013	2013	
34	Male	European-American/White	GA	Gunshot	Unknown	June 10, 2013	2013	
33.	Male	European-American/White	OK	Gunshot	Justified	September 21, 2013	2013	
35	Male	European-American/White	ID	Gunshot	Unknown	August 25, 2013	2013	
58.	Male	Unknown race	GA	Gunshot	Pending Investigation	August 25, 2013	2013	
19.	Female	European-American/White	CA	Gunshot	Justified	September 22, 2013	2013	
47.	Male	Unknown race	MA	Gunshot	Justified	September 23, 2013	2013	
17.	Male	Unknown race	MI	Gunshot	Unreported	August 26, 2013	2013	
34	Male	European-American/White	NV	Gunshot	Justified	June 11, 2013	2013	
26.	Male	European-American/White	MN	Gunshot	Justified	June 11, 2013	2013	
35.	Male	European-American/White	MD	Gunshot	Pending investigation	September 28, 2013	2013	
24.	Male	African-American/Black	CA	Gunshot	Unknown	August 27, 2013	2013	
23	Male	African-American/Black	WI	Gunshot	Justified	June 11, 2013	2013	
19.	Male	African-American/Black	NC	Gunshot	Justified	September 29, 2013	2013	
27.	Male	African-American/Black	FL	Gunshot	Unreported	August 28, 2013	2013	
25.	Male	African-American/Black	MD	Gunshot	Pending Investigation	August 28, 2013	2013	
	Male	Unknown race	CA	Gunshot	Unreported	August 28, 2013	2013	
	Male	Hispanic/Latino	CA	Gunshot	Unreported	August 28, 2013	2013	
27.	Male	Unknown race	FL	Gunshot	Unreported	August 28, 2013	2013	
30.	Male	African-American/Black	MA	Gunshot	Justified	September 5, 2013	2013	
46	Male	European-American/White	VA	Gunshot	Unknown	August 29, 2013	2013	
42.	Male	Unknown race	TX	Gunshot	Justified	August 29, 2013	2013	
73.	Male	Unknown race	GA	Gunshot	Justified	August 29, 2013	2013	
107	Male	African-American/Black	AR	Gunshot	Justified	September 7, 2013	2013	
26.	Male	Hispanic/Latino	CA	negligence, failure to call paramedics when subject could not breathe due to asthma	accident	September 7, 2013	2013	
28.	Male	African-American/Black	IL	Gunshot	Pending investigation	September 7, 2013	2013	
46.	Male	Unknown race	VA	Gunshot	Pending investigation	August 29, 2013	2013	
34.	Male	African-American/Black	OR	Gunshot	Justified	August 29, 2013	2013	
26.	Male	Hispanic/Latino	CA	Gunshot	Unknown	August 3, 2013	2013	
41.	Male	European-American/White	AZ	Gunshot	Unreported	August 3, 2013	2013	
28.	Male	European-American/White	OK	Medical emergency	Unreported	August 3, 2013	2013	
47.	Male	Unknown race	OH	Gunshot	Unreported	August 30, 2013	2013	
32	Male	Hispanic/Latino	CO	Gunshot	Unknown	August 30, 2013	2013	
34.	Male	Unknown race	OR	Gunshot	Unreported	August 30, 2013	2013	
32.	Male	Hispanic/Latino	CO	Gunshot	Unreported	August 30, 2013	2013	
46.	Male	Unknown race	CA	Gunshot	Unknown	August 31, 2013	2013	
29.	Male	European-American/White	TX	Gunshot	Pending Investigation	August 31, 2013	2013	
14.	Male	African-American/Black	NY	Gunshot	Justified	August 4, 2013	2013	
54.	Male	Unknown race	NM	Gunshot	Unreported	August 4, 2013	2013	
49	Male	European-American/White	AZ	Gunshot	Unknown	August 4, 2013	2013	
35.	Male	Unknown race	AZ	Gunshot	Unreported	August 5, 2013	2013	
26	Male	European-American/White	ID	Gunshot	Justified	June 12, 2013	2013	
18.	Male	Hispanic/Latino	FL	Taser	Justified	August 6, 2013	2013	
61.	Male	Unknown race	NM	Gunshot	Justified	August 6, 2013	2013	
27	Male	European-American/White	CA	Gunshot	Suicide	June 12, 2013	2013	
21.	Male	Unknown race	MA	Gunshot	Unknown	August 7, 2013	2013	
46.	Male	European-American/White	TX	Gunshot	Unreported	August 7, 2013	2013	
22.	Male	African-American/Black	IN	Tasered	Unreported	August 8, 2013	2013	
23.	Male	African-American/Black	IN	Gunshot	Criminal	August 8, 2013	2013	
68.	Male	Unknown race	CA	Gunshot	Justified	August 8, 2013	2013	
44.	Male	European-American/White	MO	Gunshot	Unknown	August 8, 2013	2013	
21.	Male	European-American/White	IN	Gunshot	Unreported	August 9, 2013	2013	
31.	Male	European-American/White	VA	Gunshot	Unreported	August 9, 2013	2013	
62.	Male	European-American/White	FL	Gunshot	Justified	August 9, 2013	2013	
57.	Male	European-American/White	AL	Gunshot	Suicide	August 9, 2013	2013	
52	Male	European-American/White	GA	Gunshot	Unknown	April 12, 2013	2013	
33.	Male	European-American/White	MO	Gunshot	Justified	December 1, 2013	2013	
26.	Male	European-American/White	MO	Gunshot	Justified	December 1, 2013	2013	
45	Male	Unknown race	MO	Gunshot	Justified	April 12, 2013	2013	
43.	Male	European-American/White	CA	Gunshot	Unreported	December 10, 2013	2013	
50.	Male	Unknown race	FL	Gunshot	Unreported	December 10, 2013	2013	
27.	Male	European-American/White	FL	Gunshot	Pending	December 10, 2013	2013	
21.	Male	European-American/White	WI	Gunshot	Justified	October 4, 2013	2013	
51.	Male	Unknown race	NY	Vehicle	Criminal	October 4, 2013	2013	
55.	Male	Unknown race	PA	Gunshot	Justified	July 8, 2013	2013	
33.	Male	European-American/White	CA	Beating	Unknown	October 5, 2013	2013	
37.	Male	European-American/White	AZ	Gunshot	Unreported	August 21, 2013	2013	
68.	Male	European-American/White	TN	Gunshot	Justified	August 21, 2013	2013	
24.	Male	Hispanic/Latino	CA	Gunshot	Justified	August 22, 2013	2013	
43.	Male	African-American/Black	GA	Gunshot	Justified	October 8, 2013	2013	
33.	Male	European-American/White	CA	Beaten	Pending Investigation	August 22, 2013	2013	
40.	Male	European-American/White	WA	Gunshot	Unreported	August 22, 2013	2013	
40.	Male	Hispanic/Latino	NJ	Gunshot	Wife filed wrongful death suit that has not yet been settled	July 9, 2013	2013	
28.	Male	Unknown race	ME	Gunshot	Justified	October 9, 2013	2013	
40.	Male	European-American/White	WA	Gunshot	Justified	August 22, 2013	2013	
24.	Male	African-American/Black	FL	Gunshot	Unknown	July 9, 2013	2013	
24.	Male	African-American/Black	MN	Gunshot	Justified	August 23, 2013	2013	
29.	Male	European-American/White	AZ	Gunshot	Unreported	August 23, 2013	2013	
27.	Male	Unknown race	AZ	Gunshot	Unreported	August 23, 2013	2013	
25.	Male	European-American/White	CA	Gunshot	justified	April 11, 2013	2013	
30.	Male	European-American/White	CO	Tasered	Unreported	August 23, 2013	2013	
37.	Male	Unknown race	MA	Gunshot	Unreported	August 23, 2013	2013	
55.	Male	European-American/White	GA	Gunshot	Unknown	April 11, 2013	2013	
36.	Male	Hispanic/Latino	AZ	Gunshot	Justified	September 12, 2013	2013	
50	Male	Hispanic/Latino	CA	Gunshot	Unknown	September 13, 2013	2013	
24.	Male	African-American/Black	NC	Gunshot	Justified	September 14, 2013	2013	
21.	Male	Hispanic/Latino	TX	Gunshot	Suicide	June 1, 2013	2013	
26	Male	Unknown race	AZ	Gunshot	Unknown	June 1, 2013	2013	
44.	Male	Unknown race	CA	Gunshot	Unreported	August 24, 2013	2013	
48	Male	European-American/White	WA	Gunshot	Justified	June 1, 2013	2013	
34.	Male	Hispanic/Latino	CA	Gunshot	Justified	September 16, 2013	2013	
29.	Male	European-American/White	CA	Gunshot	Unreported	August 24, 2013	2013	
26.	Male	African-American/Black	NC	Gunshot	Justified	September 17, 2013	2013	
25.	Male	Unknown race	NY	Medical emergency	Unreported	September 17, 2013	2013	
21	Male	European-American/White	CA	Gunshot	Unknown	June 1, 2013	2013	
64.	Male	European-American/White	FL	Gunshot	Unreported	December 11, 2013	2013	
70.	Male	European-American/White	TX	Medical Emergency	Pending	December 11, 2013	2013	
35.	Female	European-American/White, Unknown race	OH	Gunshot	Accidental	December 11, 2013	2013	
50.	Male	African-American/Black	OH	Gunshot	Justified	December 12, 2013	2013	
43.	Male	Unknown race	WA	Gunshot	Justified	December 12, 2013	2013	
61.	Male	European-American/White	ME	Gunshot	Justified	December 12, 2013	2013	
51.	Male	European-American/White	CA	Gunshot	Civil Suit Settlement	December 13, 2013	2013	
43.	Male	Unknown race	CT	Gunshot	Unreported	December 13, 2013	2013	
41.	Male	European-American/White	IL	Gunshot	Unreported	December 13, 2013	2013	
23.	Male	European-American/White	WI	Gunshot	Justified	December 13, 2013	2013	
43.	Male	Unknown race	HI	Gunshot	Unreported	December 14, 2013	2013	
49.	Male	Unknown race	CO	Gunshot	Justified	December 14, 2013	2013	
58.	Male	Unknown race	DE	Gunshot	Unreported	December 14, 2013	2013	
29.	Male	European-American/White	IL	Gunshot	Unreported	December 16, 2013	2013	
63.	Male	European-American/White	WI	Gunshot	Justified	December 16, 2013	2013	
39	Male	Unknown race	WI	Gunshot	Justified	June 13, 2013	2013	
49.	Male	European-American/White	IN	Gunshot	Unreported	December 18, 2013	2013	
33.	Male	African-American/Black	AL	Gunshot	Unknown	December 19, 2013	2013	
49.	Male	European-American/White	TN	Gunshot	Justified	December 2, 2013	2013	
22.	Male	African-American/Black	OH	Gunshot	Justified	December 2, 2013	2013	
46.	Male	Unknown race	AZ	Gunshot	Unreported	December 2, 2013	2013	
17.	Male	Unknown race	AL	Beaten, Asphyxiated, pepper sprayed	Pending investigation	June 13, 2013	2013	
34.	Male	European-American/White	WA	Asphyxiated	Justified	June 13, 2013	2013	
46.	Male	Unknown race	TX	Gunshot	Justified	December 20, 2013	2013	
49.	Female	African-American/Black	SC	Gunshot	Unknown	December 20, 2013	2013	
22.	Male	European-American/White	PA	Gunshot	Justified	December 21, 2013	2013	
18.	Male	Native American/Alaskan	OK	Gunshot	Justified	December 21, 2013	2013	
24.	Male	European-American/White	NC	Gunshot	Justified	December 22, 2013	2013	
32.	Male	European-American/White	AZ	Gunshot	Unknown	December 23, 2013	2013	
41	Male	European-American/White	MA	Gunshot	Justified	June 14, 2013	2013	
17.	Male	Unknown race	FL	Gunshot	Justified	December 24, 2013	2013	
44.	Male	Hispanic/Latino	TX	Gunshot	Justified	December 24, 2013	2013	
58.	Male	European-American/White	CA	unknown medical issues	Unreported	December 25, 2013	2013	
16.	Male	European-American/White	TX	Gunshot	Justified	December 25, 2013	2013	
44.	Male	African-American/Black	NY	Gunshot	Unreported	December 26, 2013	2013	
19.	Male	European-American/White	CA	Gunshot	Unreported	December 26, 2013	2013	
49.	Male	European-American/White	TX	Gunshot	Unreported	December 27, 2013	2013	
22.	Male	African-American/Black	OK	Gunshot	Unreported	December 27, 2013	2013	
30.	Male	Unknown race	GA	Gunshot	Unreported	December 27, 2013	2013	
24.	Male	African-American/Black	FL	Gunshot	Unreported	December 28, 2013	2013	
25	Male	Hispanic/Latino	AZ	Gunshot	Unreported	December 28, 2013	2013	
34.	Male	African-American/Black	IA	Gunshot	Criminal	December 29, 2013	2013	
43.	Male	African-American/Black	PA	Gunshot	Unreported	December 29, 2013	2013	
31.	Female	Unknown race	CA	Gunshot	Unreported	December 29, 2013	2013	
45.	Male	Asian	CA	Gunshot	Unreported	December 29, 2013	2013	
22.	Male	Unknown race	LA	Gunshot	Unreported	December 29, 2013	2013	
44.	Male	Unknown race	CO	Gunshot	Unreported	December 29, 2013	2013	
51.	Male	European-American/White	NC	Gunshot	Unreported	December 29, 2013	2013	
30.	Male	Unknown race	OH	Gunshot	Unreported	December 29, 2013	2013	
19.	Male	African-American/Black	DC	Gunshot	Unreported	December 3, 2013	2013	
38.	Male	European-American/White	IA	Gunshot	Unreported	December 3, 2013	2013	
54.	Male	Unknown race	WA	Gunshot	Unreported	December 30, 2013	2013	
34.	Male	African-American/Black	NC	Gunshot	Unreported	December 31, 2013	2013	
20	Male	African-American/Black	CA	Gunshot	Unknown	December 31, 2013	2013	
38	Male	Unknown race	FL	Gunshot	Unknown	June 15, 2013	2013	
31.	Male	Hispanic/Latino	NJ	Gunshot	Justified	December 4, 2013	2013	
73.	Male	Unknown race	AL	Gunshot	Unreported	December 4, 2013	2013	
43.	Male	Unknown race	CA	Gunshot	Unreported	December 5, 2013	2013	
49.	Male	Unknown race	MO	Gunshot	Unreported	December 5, 2013	2013	
61.	Male	European-American/White	FL	Asphyxiated	Excusable	November 28, 2013	2013	
46.	Male	European-American/White	PA	Gunshot	Justified	August 12, 2013	2013	
22.	Male	European-American/White	TX	Gunshot	Pending investigation	November 29, 2013	2013	
19.	Male	Unknown race	AZ	Gunshot	Unknown	July 30, 2013	2013	
51.	Male	Unknown race	AZ	Gunshot	Unreported	November 3, 2013	2013	
88.	Male	European-American/White	OR	Suicide	N/A	November 3, 2013	2013	
64.	Female	European-American/White	TN	Gunshot	Unreported	November 3, 2013	2013	
21.	Male	European-American/White	WA	Gunshot	Unreported	July 30, 2013	2013	
20.	Male	Middle Eastern	LA	Gunshot	Justified	August 13, 2013	2013	
22.	Male	Hispanic/Latino	CA	Gunshot	Unknown	July 30, 2013	2013	
26.	Male	African-American/Black	TX	Gunshot	Unreported	November 4, 2013	2013	
23.	Male	African-American/Black	FL	Gunshot	Unreported	November 4, 2013	2013	
19.	Male	European-American/White	IA	Gunshot	Justified	November 4, 2013	2013	
63.	Male	Unknown race	CO	Gunshot	Unreported	August 13, 2013	2013	
33.	Male	Unknown race	MS	Tasered	Unreported	August 13, 2013	2013	
27.	Male	Asian	CA	Gunshot	Unreported	November 5, 2013	2013	
24.	Male	African-American/Black	CA	Gunshot	Unknown	November 5, 2013	2013	
59.	Male	European-American/White	OH	Tasered	Unreported	August 13, 2013	2013	
35.	Male	Unknown race	NH	Gunshot	Justified	August 13, 2013	2013	
23.	Male	Unknown race	MD	Gunshot	Unknown	August 13, 2013	2013	
22.	Male	African-American/Black	NJ	Gunshot	Unreported	November 6, 2013	2013	
49.	Male	European-American/White	VT	Gunshots	Justified	November 6, 2013	2013	
39.	Female	Hispanic/Latino	NM	Gunshot	Justified	November 7, 2013	2013	
24.	Male	African-American/Black	LA	Gunshot	Unreported	November 8, 2013	2013	
50.	Male	European-American/White	MN	Gunshot	Justified	August 14, 2013	2013	
50.	Male	European-American/White	MN	Gunshot	Unreported	August 14, 2013	2013	
33.	Male	Unknown race	NY	Vehicle	Unreported	August 14, 2013	2013	
42.	Male	European-American/White	OH	Gunshot	Justified	July 31, 2013	2013	
37.	Male	European-American/White	CA	Gunshot	Unknown	August 14, 2013	2013	
18.	Male	European-American/White	TX	Medical emergency	Unreported	August 14, 2013	2013	
20.	Male	Unknown race	KY	Gunshot	Unreported	August 14, 2013	2013	
